41080,1,-0.99957
41238,1,-0.99833
41396,1,-0.99836
41554,1,-0.99794
41712,1,-0.99768
41870,1,-0.9976
42028,1,-0.99608
42186,1,-0.99598
42344,1,-0.99335
42502,1,-0.99314
42660,1,-0.99305
42818,1,-0.99278
42976,1,-0.99145
43134,1,-0.99153
43292,1,-0.99151
1,-1,-0.99765
159,-1,-0.98881
317,-1,-0.98175
475,-1,-0.97696
633,-1,-0.97487
791,-0.97165,-1
949,-0.96599,-1
1107,-0.96033,-1
1265,-0.95468,-1
1423,-0.94902,-1
1581,-0.94336,-1
1739,-0.93771,-1
1897,-0.93206,-1
2055,-0.92642,-1
2213,-0.9208,-1
2371,-0.9152,-1
2529,-0.90968,-1
2687,-0.90453,-1
2845,-0.87394,-1
3003,-0.86696,-1
3161,-0.85999,-1
3319,-0.85303,-1
3477,-0.84609,-1
3635,-0.83917,-1
3793,-0.83229,-1
3951,-0.82548,-1
4109,-0.81882,-1
4267,-0.81255,-1
4425,-0.80769,-1
4583,-0.78273,-1
4741,-0.77529,-1
4899,-0.76786,-1
5057,-0.76046,-1
5215,-0.75308,-1
5373,-0.74574,-1
5531,-0.73846,-1
5689,-0.7313,-1
5847,-0.72434,-1
6005,-0.71783,-1
6163,-0.7125,-1
6321,-0.79956,-0.86637
6479,-0.71178,-1
6637,-0.70476,-1
6795,-0.69773,-1
6953,-0.6907,-1
7111,-0.68367,-1
7269,-0.67664,-1
7427,-0.66962,-1
7585,-0.66259,-1
7743,-0.65556,-1
7901,-0.64854,-1
8059,-0.64152,-1
8217,-0.6345,-1
8375,-0.62748,-1
8533,-0.62048,-1
8691,-0.6135,-1
8849,-0.60662,-1
9007,-0.64545,-0.91136
9165,-0.68492,-0.84246
9323,-0.58991,-1
9481,-0.58299,-1
9639,-0.57608,-1
9797,-0.56917,-1
9955,-0.56228,-1
10113,-0.5554,-1
10271,-0.54855,-1
10429,-0.54173,-1
10587,-0.53497,-1
10745,-0.5283,-1
10903,-0.52181,-1
11061,-0.51572,-1
11219,-0.51074,-1
11377,-0.47811,-1
11535,-0.47088,-1
11693,-0.46365,-1
11851,-0.45643,-1
12009,-0.44922,-1
12167,-0.44202,-1
12325,-0.43485,-1
12483,-0.42771,-1
12641,-0.42065,-1
12799,-0.41379,-1
12957,-0.4077,-1
13115,-0.39969,-1
13273,-0.39246,-1
13431,-0.38523,-1
13589,-0.37799,-1
13747,-0.37076,-1
13905,-0.36353,-1
14063,-0.3563,-1
14221,-0.34907,-1
14379,-0.34183,-1
14537,-0.3346,-1
14695,-0.32737,-1
14853,-0.32015,-1
15011,-0.31292,-1
15169,-0.30573,-1
15327,-0.29526,-0.91191
15485,-0.28711,-1
15643,-0.27984,-1
15801,-0.27258,-1
15959,-0.26531,-1
16117,-0.25805,-1
16275,-0.25079,-1
16433,-0.24354,-1
16591,-0.23629,-1
16749,-0.22906,-1
16907,-0.22186,-1
17065,-0.21473,-1
17223,-0.20786,-1
17381,-0.17191,-1
17539,-0.16441,-1
17697,-0.15692,-1
17855,-0.14945,-1
18013,-0.14199,-1
18171,-0.13457,-1
18329,-0.12721,-1
18487,-0.11998,-1
18645,-0.11308,-1
18803,-0.10752,-1
18961,-0.081831,-1
19119,-0.074283,-1
19277,-0.06676,-1
19435,-0.059273,-1
19593,-0.051836,-1
19751,-0.044474,-1
19909,-0.037233,-1
20067,-0.030199,-1
20225,-0.023558,-1
20383,-0.017757,-1
20541,-0.013892,-1
20699,-0.024781,-0.91134
20857,-0.017807,-0.91071
21015,-0.010901,-0.91008
21173,-0.0040772,-0.90946
21331,0.0026468,-0.90885
21489,0.0092492,-0.90825
21647,0.015701,-0.90766
21805,0.021966,-0.90709
21963,0.027994,-0.90655
22121,0.033721,-0.90603
22279,0.039062,-0.90554
22437,0.043906,-0.9051
22595,0.048115,-0.90472
22753,0.051522,-0.90441
22911,0.053949,-0.90419
23069,0.055237,-0.90407
23227,0.10583,-0.99417
23385,0.1123,-0.9877
23543,0.11859,-0.98141
23701,0.12467,-0.97533
23859,0.13046,-0.96954
24017,0.1359,-0.9641
24175,0.14089,-0.95911
24333,0.1453,-0.9547
24491,0.14898,-0.95102
24649,0.15178,-0.94822
24807,0.15351,-0.94649
24965,0.18206,-0.95897
25123,0.20458,-0.99542
25281,0.21031,-0.98969
25439,0.21594,-0.98406
25597,0.22147,-0.97853
25755,0.22687,-0.97313
25913,0.2321,-0.9679
26071,0.23713,-0.96287
26229,0.2419,-0.9581
26387,0.24634,-0.95366
26545,0.25038,-0.94962
26703,0.25389,-0.94611
26861,0.25675,-0.94325
27019,0.25882,-0.94118
27177,0.3,-0.99659
27335,0.30875,-0.99125
27493,0.31457,-0.98543
27651,0.32016,-0.97984
27809,0.32548,-0.97452
27967,0.33046,-0.96954
28125,0.33503,-0.96497
28283,0.33908,-0.96092
28441,0.34251,-0.95749
28599,0.3452,-0.9548
28757,0.34705,-0.95295
28915,0.34796,-0.95204
29073,0.40734,-1
29231,0.40607,-1
29389,0.4158,-1
29547,0.42553,-1
29705,0.43526,-1
29863,0.44499,-1
30021,0.45472,-1
30179,0.46445,-1
30337,0.47417,-1
30495,0.48388,-1
30653,0.49352,-1
30811,0.4708,-0.9646
30969,0.47733,-0.96133
31127,0.48383,-0.95809
31285,0.49027,-0.95486
31443,0.49666,-0.95167
31601,0.50299,-0.94851
31759,0.50924,-0.94538
31917,0.51539,-0.9423
32075,0.52142,-0.93929
32233,0.52731,-0.93634
32391,0.53301,-0.9335
32549,0.53847,-0.93077
32707,0.54362,-0.92819
32865,0.54837,-0.92581
33023,0.5526,-0.9237
33181,0.55616,-0.92192
33339,0.55887,-0.92056
33497,0.6,-0.98552
33655,0.61285,-0.98715
33813,0.61827,-0.98173
33971,0.623,-0.977
34129,0.62692,-0.97308
34287,0.62988,-0.97012
34445,0.63176,-0.96824
34603,0.63248,-0.96752
34761,0.68464,-1
34919,0.6951,-1
35077,0.70557,-1
35235,0.70965,-1
35393,0.72091,-1
35551,0.73217,-1
35709,0.74342,-1
35867,0.75467,-1
36025,0.76591,-1
36183,0.77712,-1
36341,0.78824,-1
36499,0.79737,-1
36657,0.79447,-1
36815,0.80405,-1
36973,0.81362,-1
37131,0.82319,-1
37289,0.83275,-1
37447,0.8423,-1
37605,0.85183,-1
37763,0.86133,-1
37921,0.87077,-1
38079,0.88007,-1
38237,0.88885,-1
38395,0.8578,-0.9474
38553,0.86512,-0.94496
38711,0.8724,-0.94253
38869,0.87961,-0.94013
39027,0.88675,-0.93775
39185,0.89381,-0.9354
39343,0.90076,-0.93308
39501,0.90759,-0.9308
39659,0.91426,-0.92858
39817,0.92074,-0.92642
39975,0.92697,-0.92434
40133,0.93288,-0.92237
40291,0.93839,-0.92054
40449,0.94337,-0.91888
40607,0.94767,-0.91744
40765,0.95112,-0.91629
40923,0.95352,-0.91549
41081,1,-0.98506
41239,1,-0.98283
41397,1,-0.9831
41555,1,-0.98267
41713,1,-0.98242
41871,1,-0.98233
42029,1,-0.98147
42187,1,-0.98137
42345,1,-0.97924
42503,1,-0.97902
42661,1,-0.97894
42819,1,-0.97919
42977,1,-0.97824
43135,1,-0.97869
43293,1,-0.97867
2,-1,-0.98677
160,-1,-0.97668
318,-1,-0.96838
476,-1,-0.96257
634,-1,-0.95999
792,-0.97259,-0.97259
950,-0.96783,-0.96783
1108,-0.96317,-0.96317
1266,-0.95866,-0.95866
1424,-0.95432,-0.95432
1582,-0.95019,-0.95019
1740,-0.94634,-0.94634
1898,-0.94284,-0.94284
2056,-0.93979,-0.93979
2214,-0.93728,-0.93728
2372,-0.93545,-0.93545
2530,-0.93439,-0.93439
2688,-0.95314,-0.90628
2846,-0.9,-0.99141
3004,-0.88944,-0.98944
3162,-0.88343,-0.98343
3320,-0.87767,-0.97767
3478,-0.87222,-0.97222
3636,-0.86715,-0.96715
3794,-0.86256,-0.96256
3952,-0.85857,-0.95857
4110,-0.8553,-0.9553
4268,-0.85288,-0.95288
4426,-0.85143,-0.95143
4584,-0.79563,-1
4742,-0.78689,-1
4900,-0.77816,-1
5058,-0.76943,-1
5216,-0.7607,-1
5374,-0.75198,-1
5532,-0.74326,-1
5690,-0.73455,-1
5848,-0.72587,-1
6006,-0.71723,-1
6164,-0.70882,-1
6322,-0.77464,-0.94928
6480,-0.71893,-0.95947
6638,-0.71261,-0.9563
